,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,h_per_l,year_sqrt,official_dealer
2951,2016,40000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,70.05838198498749,4064256,0
2952,2012,90000,Diesel,Individual,Manual,Second Owner,19.0,1405.0,71.0,5,50.53380782918149,4048144,0
2953,2011,80000,Diesel,Individual,Manual,Second Owner,21.9,1396.0,90.0,5,64.46991404011462,4044121,0
2954,2007,110000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,5,38.32378223495702,4028049,0
2955,2017,38000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5,70.05838198498749,4068289,0
2956,2017,35000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5,70.05838198498749,4068289,0
2957,2014,70000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,67.17434869739479,4056196,0
2958,2005,125000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1248.0,74.0,5,59.294871794871796,4020025,0
2959,2010,140000,Diesel,Individual,Manual,First Owner,18.4,1248.0,75.0,5,60.09615384615385,4040100,0
2960,2007,120000,Petrol,Individual,Manual,Second Owner,18.9,1248.0,74.0,5,59.294871794871796,4028049,0
2961,2017,80000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.1,5,43.189596167008894,4068289,0
2962,2010,120000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7,24.97027348394768,4040100,0
2963,2011,80000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5,67.23446893787575,4044121,0
2964,2015,110000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5,66.08811748998664,4060225,0
2965,2014,25000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,68.3625730994152,4056196,0
2966,2019,35000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5,66.06141522029372,4076361,0
2967,2011,97000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5,62.66114180478821,4044121,0
2968,2016,120000,Diesel,Individual,Automatic,First Owner,19.08,1582.0,126.2,5,79.7724399494311,4064256,0
2969,2016,120000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.32,5,79.84829329962072,4064256,0
2970,2014,80000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,6,42.03362690152122,4056196,0
2971,2011,60000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5,59.21474358974359,4044121,0
2972,2011,60000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5,62.66114180478821,4044121,0
2973,2015,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5,68.50459482038428,4060225,0
2974,2016,35000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,59.294871794871796,4064256,0
2975,2017,25000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7,64.24965580541533,4068289,0
2976,2018,40000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5,72.51001335113484,4072324,0
2977,2017,7000,Petrol,Dealer,Automatic,Second Owner,14.53,1794.0,138.1,5,76.9788182831661,4068289,0
2978,2017,23456,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5,68.50459482038428,4068289,0
2979,2015,39000,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,7,64.24965580541533,4060225,0
2980,2017,15000,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5,73.97831526271894,4068289,0
2981,2013,40000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5,59.294871794871796,4052169,0
2982,2018,15000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5,68.33751044277359,4072324,0
2983,2010,70000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5,66.22185154295246,4040100,0
2984,2014,40000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5,71.67919799498746,4056196,0
2985,2008,136500,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609.0,120.0,8,45.994633959371406,4032064,0
2986,2016,70000,Diesel,Individual,Manual,Second Owner,25.32,1198.0,77.0,6,64.27378964941569,4064256,0
2987,2015,90000,Diesel,Individual,Manual,Second Owner,25.1,1498.0,98.6,5,65.82109479305741,4060225,0
2988,1996,32000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,46.482412060301506,3984016,0
2989,2018,8000,Petrol,Individual,Automatic,Second Owner,20.51,998.0,67.0,5,67.13426853707415,4072324,0
2990,2015,170000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5,49.14956011730205,4060225,0
2991,2000,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.2,1948.0,68.0,10,34.90759753593429,4000000,0
2992,2010,110000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5,60.09615384615385,4040100,0
2993,2016,100000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7,64.24965580541533,4064256,0
2994,2009,115000,Diesel,Individual,Manual,Second Owner,13.8,1399.0,68.0,5,48.60614724803431,4036081,0
2995,2008,90000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5,60.09615384615385,4032064,0
2996,2018,40000,Petrol,Individual,Automatic,First Owner,18.2,1199.0,88.7,5,73.97831526271894,4072324,0
2997,2008,55000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5,64.54033771106943,4032064,0
2998,2007,90000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,58.16582914572864,4028049,0
2999,2014,111000,Diesel,Individual,Manual,First Owner,20.34,1498.0,103.2,5,68.89185580774367,4056196,0
3000,2013,120000,Diesel,Individual,Manual,Second Owner,11.68,2498.0,112.0,7,44.83586869495596,4052169,0
3001,2017,15000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5,69.4235588972431,4068289,0
3002,2016,30000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5,59.42211055276381,4064256,0
3003,2017,50000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5,67.18436873747494,4068289,0
3004,2015,40000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5,79.7724399494311,4060225,0
3005,2008,50000,Petrol,Individual,Manual,Second Owner,15.3,1396.0,70.0,5,50.1432664756447,4032064,0
3006,2018,45000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5,70.05838198498749,4072324,0
3007,2009,80000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,7,63.33180357962369,4036081,0
3008,2012,120000,Diesel,Individual,Manual,First Owner,11.68,2498.0,112.0,7,44.83586869495596,4048144,0
3009,2017,100000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7,46.88546550569323,4068289,0
3010,2011,120000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5,59.21474358974359,4044121,0
3011,2018,15000,Petrol,Individual,Manual,First Owner,15.8,1591.0,121.3,5,76.24135763670647,4072324,0
3012,2017,15000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,59.42211055276381,4068289,0
3013,2017,15000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5,68.33751044277359,4068289,0
3014,2012,80000,Diesel,Individual,Manual,Second Owner,20.5,1598.0,103.5,5,64.76846057571964,4048144,0
3015,2011,80000,Diesel,Individual,Automatic,Second Owner,18.1,1991.0,147.9,4,74.28427925665494,4044121,0
3016,2017,19000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,68.3625730994152,4068289,0
3017,2017,42000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5,76.24135763670647,4068289,0
3018,2012,120000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5,59.24679487179487,4048144,0
3019,2019,10000,Petrol,Individual,Automatic,First Owner,19.56,1197.0,81.8,5,68.33751044277359,4076361,0
3020,2009,110000,Petrol,Individual,Manual,Third Owner,16.5,995.0,63.0,5,63.31658291457286,4036081,0
3021,2009,110000,Petrol,Individual,Manual,First Owner,15.0,1586.0,104.68,5,66.00252206809584,4036081,0
3022,2007,90000,Diesel,Individual,Manual,Third Owner,23.57,1396.0,70.0,5,50.1432664756447,4028049,0
3023,2015,90000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5,76.24135763670647,4060225,0
3024,2018,50000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5,63.56017191977078,4072324,0
3025,2014,50000,Diesel,Individual,Manual,First Owner,25.44,936.0,56.3,5,60.14957264957264,4056196,0
3026,2012,120000,Diesel,Individual,Manual,First Owner,22.3,1248.0,74.0,5,59.294871794871796,4048144,0
3027,2017,40000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,70.05838198498749,4068289,0
3028,2002,62000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4,46.482412060301506,4008004,0
3029,2018,10000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5,76.24135763670647,4072324,0
3030,2014,160000,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,5,65.82109479305741,4056196,0
3031,2010,60000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5,66.83375104427736,4040100,0
3032,2005,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998.0,67.1,5,67.23446893787575,4020025,0
3033,2014,78000,Diesel,Individual,Manual,First Owner,11.68,2498.0,112.0,7,44.83586869495596,4056196,0
3034,2019,30000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5,62.61510128913444,4076361,0
3035,2018,20000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5,66.06141522029372,4072324,0
3036,2013,70000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5,59.294871794871796,4052169,0
3037,2015,70000,Petrol,Individual,Automatic,Second Owner,18.9,1197.0,82.0,5,68.50459482038428,4060225,0
3038,2013,80000,Diesel,Individual,Manual,Second Owner,13.7,2197.0,138.1,7,62.85844333181611,4052169,0
3039,2006,90000,Diesel,Individual,Manual,First Owner,12.7,2609.0,116.6,8,44.691452663855884,4024036,0
3040,2010,80000,Diesel,Individual,Manual,Fourth & Above Owner,22.07,1199.0,73.9,5,61.63469557964971,4040100,0
3041,2013,146000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7,24.613555291319855,4052169,0
3042,2013,47200,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4,46.482412060301506,4052169,0
3043,2018,60000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7,70.15603487838459,4072324,0
3044,2007,100000,Petrol,Individual,Manual,Second Owner,15.3,1193.0,65.3,5,54.735959765297565,4028049,0
3045,2010,100000,Diesel,Individual,Manual,Second Owner,14.8,2499.0,80.0,10,32.01280512204882,4040100,0
3046,2012,120000,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956.0,83.8,7,28.34912043301759,4048144,0
3047,2010,80000,Petrol,Individual,Manual,Second Owner,12.5,1794.0,132.0,5,73.57859531772576,4040100,0
3048,2016,34000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5,67.06706706706707,4064256,0
3049,2017,50000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5,57.35797399041752,4068289,0
3050,2010,100000,Diesel,Individual,Manual,Second Owner,19.61,1405.0,70.0,5,49.8220640569395,4040100,0
3051,2008,52000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5,64.54033771106943,4032064,0
3052,2013,110000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7,71.12179487179488,4052169,0
3053,2015,70000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,68.3625730994152,4060225,0
3054,2019,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5,66.06141522029372,4076361,0
3055,2018,15000,Petrol,Individual,Manual,First Owner,20.4,1194.0,94.93,5,79.50586264656617,4072324,0
3056,2019,5000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5,78.55711422845691,4076361,0
3057,2018,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5,66.06141522029372,4072324,0
3058,2019,16500,Petrol,Dealer,Automatic,First Owner,13.96,1451.0,141.0,5,97.17436250861475,4076361,0
3059,2014,110000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7,71.12179487179488,4056196,0
3060,2011,72000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5,59.294871794871796,4044121,0
3061,2015,60000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5,59.294871794871796,4060225,0
3062,1999,100000,Diesel,Individual,Manual,Third Owner,14.8,1998.0,68.0,5,34.034034034034036,3996001,0
3063,2009,120000,Diesel,Individual,Manual,Fourth & Above Owner,18.9,1248.0,74.0,5,59.294871794871796,4036081,0
3064,2015,80000,Diesel,Individual,Manual,First Owner,25.01,1498.0,89.75,5,59.913217623498,4060225,0
3065,2017,30000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5,68.33751044277359,4068289,0
3066,2017,80000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,59.42211055276381,4068289,0
3067,2016,80000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5,70.91346153846153,4064256,0
3068,2016,35000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5,69.45697577276525,4064256,0
3069,2013,167000,Diesel,Individual,Manual,First Owner,22.3,1248.0,88.8,5,71.15384615384615,4052169,0
3070,2016,94000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5,79.7724399494311,4064256,0
3071,2012,80000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5,57.18232044198895,4048144,0
3072,1998,100000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,46.482412060301506,3992004,0
3073,2005,90000,Petrol,Individual,Manual,Second Owner,13.8,1299.0,70.0,5,53.88760585065435,4020025,0
3074,2019,10000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5,69.4235588972431,4076361,0
3075,2019,5200,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.81,5,69.8999165971643,4076361,0
3076,2006,120000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5,60.42296072507553,4024036,0
3077,2013,90000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5,59.294871794871796,4052169,0
3078,2016,50000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.3,5,78.3567134268537,4064256,0
3079,2017,5000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5,68.38763575605681,4068289,0
3080,2018,10500,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6,68.44741235392321,4072324,0
3081,2018,26000,Diesel,Individual,Manual,First Owner,19.6,1461.0,108.45,5,74.22997946611909,4072324,0
3082,2006,40000,Petrol,Individual,Manual,First Owner,11.7,1796.0,178.0,5,99.10913140311804,4024036,0
3083,2010,60000,Petrol,Individual,Manual,Second Owner,14.53,1798.0,138.0,5,76.7519466073415,4040100,0
3084,2015,25000,Petrol,Individual,Manual,First Owner,15.85,1499.0,110.4,5,73.64909939959973,4060225,0
3085,2011,15000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5,66.10169491525423,4044121,0
3086,2012,110000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,59.21474358974359,4048144,0
3087,2010,100000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5,59.21474358974359,4040100,0
3088,2007,120000,Petrol,Individual,Manual,First Owner,17.8,1086.0,63.0,5,58.011049723756905,4028049,0
3089,2010,55000,Petrol,Individual,Automatic,Second Owner,12.3,1781.0,163.2,5,91.63391353172375,4040100,0
3090,2007,120000,Petrol,Individual,Manual,Third Owner,15.0,1586.0,104.68,5,66.00252206809584,4028049,0
3091,2007,35000,Petrol,Individual,Manual,First Owner,18.2,1061.0,64.0,5,60.32045240339303,4028049,0
3092,2018,13000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,59.42211055276381,4072324,0
3093,2015,50000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,59.294871794871796,4060225,0
3094,2012,40000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5,65.91478696741855,4048144,0
3095,2016,25000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5,68.38763575605681,4064256,0
3096,2019,5000,Petrol,Individual,Manual,First Owner,23.87,1197.0,88.5,5,73.93483709273183,4076361,0
3097,2013,50000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,46.482412060301506,4052169,0
3098,2014,80000,Petrol,Individual,Manual,Third Owner,18.9,1197.0,82.0,5,68.50459482038428,4056196,0
3099,2015,70000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5,74.26420260095824,4060225,0
3100,2015,100000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9,24.97027348394768,4060225,0
3101,2006,90000,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5,54.922973878097785,4024036,0
3102,2019,6500,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5,68.33751044277359,4076361,0
3103,2010,80000,Petrol,Individual,Manual,First Owner,11.96,1298.0,80.0,8,61.633281972265024,4040100,0
3104,2008,100000,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,7,55.07113354749886,4032064,0
3105,2015,120000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,5,49.156891495601165,4060225,0
3106,2012,120000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5,67.81326781326783,4048144,0
3107,2006,150000,Diesel,Individual,Manual,Third Owner,18.7,1896.0,66.0,5,34.810126582278485,4024036,0
3108,2005,120000,Diesel,Individual,Manual,Fourth & Above Owner,16.1,1405.0,70.0,5,49.8220640569395,4020025,0
3109,2018,63000,Diesel,Individual,Manual,First Owner,15.3,2956.0,83.83,7,28.359269282814616,4072324,0
3110,2016,40000,Diesel,Individual,Automatic,Second Owner,17.9,2143.0,136.0,5,63.46243583761083,4064256,0
3111,2015,109000,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5,59.97329773030708,4060225,0
3112,2015,114000,Diesel,Dealer,Manual,First Owner,25.2,1248.0,73.94,5,59.24679487179487,4060225,0
3113,2014,160000,Diesel,Dealer,Manual,Third Owner,24.0,1120.0,70.0,5,62.49999999999999,4056196,0
3114,2013,101000,Diesel,Dealer,Manual,First Owner,21.9,1396.0,88.76,5,63.581661891117484,4052169,0
3115,2016,45000,Diesel,Dealer,Automatic,Second Owner,16.38,1995.0,183.0,5,91.72932330827066,4064256,0
3116,2018,31000,Petrol,Dealer,Automatic,First Owner,24.04,999.0,67.0,5,67.06706706706707,4072324,0
3117,2016,55000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5,68.33751044277359,4064256,0
3118,2014,117000,Diesel,Dealer,Manual,First Owner,22.32,1582.0,126.32,5,79.84829329962072,4056196,0
3119,2012,108000,Diesel,Dealer,Automatic,First Owner,17.42,1968.0,175.0,5,88.92276422764228,4048144,0
3120,2015,75000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5,68.33751044277359,4060225,0
3121,2011,74000,Diesel,Dealer,Automatic,First Owner,10.0,2148.0,170.0,5,79.14338919925511,4044121,0
3122,2013,158000,Diesel,Dealer,Manual,First Owner,24.4,1499.0,98.96,5,66.01734489659772,4052169,0
3123,2017,53000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7,67.89352914180817,4068289,0
3124,2017,20000,Diesel,Individual,Manual,Second Owner,16.3,1956.0,170.0,5,86.9120654396728,4068289,0
3125,2020,5000,Petrol,Individual,Manual,First Owner,18.24,999.0,108.6,5,108.7087087087087,4080400,0
3126,2010,64000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,58.16582914572864,4040100,0
3127,2016,10500,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5,72.5752508361204,4064256,0
3128,2011,50000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,58.16582914572864,4044121,0
3129,2012,60000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5,64.76846057571964,4048144,0
3130,2015,35000,Diesel,Individual,Manual,First Owner,21.14,1498.0,103.52,5,69.10547396528705,4060225,0
3131,2012,135000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7,63.34557136301056,4048144,0
3132,2011,70000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,9,55.07113354749886,4044121,0
3133,2017,5000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,68.3625730994152,4068289,0
3134,2008,80000,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5,57.18232044198895,4032064,0
3135,2011,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,8,55.07113354749886,4044121,0
3136,2011,167000,Petrol,Individual,Manual,First Owner,18.9,1248.0,74.0,5,59.294871794871796,4044121,0
3137,2014,10000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,67.17434869739479,4056196,0
3138,2015,35000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5,59.42211055276381,4060225,0
3139,2007,50000,Petrol,Individual,Manual,First Owner,15.3,1193.0,65.3,5,54.735959765297565,4028049,0
3140,2006,80000,Diesel,Individual,Manual,First Owner,18.9,1248.0,74.0,5,59.294871794871796,4024036,0
3141,2006,60898,Petrol,Individual,Manual,First Owner,18.9,1248.0,74.0,5,59.294871794871796,4024036,0
3142,2018,29700,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5,70.91346153846153,4072324,0
3143,2018,20000,Petrol,Individual,Automatic,First Owner,18.6,1368.0,98.63,5,72.09795321637426,4072324,0
3144,2018,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,59.42211055276381,4072324,0
3145,2017,40000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7,70.91346153846153,4068289,0
3146,2013,90000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5,59.294871794871796,4052169,0
3147,2015,90000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7,68.24471959213402,4060225,0
3148,2015,80000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,24.613555291319855,4060225,0
3149,2012,60000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5,67.23446893787575,4048144,0
3150,2014,50000,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,8,29.726516052318665,4056196,0
3151,2006,74000,Diesel,Individual,Manual,First Owner,13.7,1948.0,68.0,7,34.90759753593429,4024036,0
3152,2014,123000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5,74.22997946611909,4056196,0
3153,2007,60000,Petrol,Individual,Manual,Third Owner,18.9,1248.0,74.0,5,59.294871794871796,4028049,0
3154,2013,50000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5,53.73009220452639,4052169,0
3155,2014,80000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5,68.50459482038428,4056196,0
3156,2019,10000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5,55.968280467445744,4076361,0
3157,2018,10000,Petrol,Individual,Automatic,First Owner,20.3,1086.0,68.0,5,62.61510128913444,4072324,0
3158,2018,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5,66.06141522029372,4072324,0
3159,2017,120000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7,46.88546550569323,4068289,0
3160,2013,45000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,24.613555291319855,4052169,0
3161,2018,35000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,59.31089743589743,4072324,0
3162,2011,80000,Petrol,Individual,Manual,Third Owner,15.5,1586.0,103.3,5,65.13240857503152,4044121,0
3163,2017,37000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5,66.06141522029372,4068289,0
3164,2018,22000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5,69.4235588972431,4072324,0
3165,2018,60000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5,63.56017191977078,4072324,0
3166,2017,27000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5,66.35105608157319,4068289,0
3167,2012,70000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5,62.311557788944725,4048144,0
3168,2018,35000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6,42.03362690152122,4072324,0
3169,2015,70000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7,60.090135202804206,4060225,0
3170,2015,43000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5,67.81326781326783,4060225,0
3171,2011,110000,Petrol,Individual,Manual,Second Owner,15.0,1368.0,90.0,5,65.78947368421052,4044121,0
3172,2009,100000,Petrol,Individual,Manual,Second Owner,15.7,1172.0,67.0,5,57.16723549488055,4036081,0
3173,2016,64000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,68.33751044277359,4064256,0
3174,2017,96000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5,57.35797399041752,4068289,0
3175,2013,96000,Diesel,Individual,Manual,First Owner,20.46,1461.0,83.8,5,57.35797399041752,4052169,0
3176,2019,7600,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5,67.13426853707415,4076361,0
3177,2007,120000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5,49.8220640569395,4028049,0
3178,2017,50000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5,59.294871794871796,4068289,0
3179,2015,50000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5,63.39285714285714,4060225,0
3180,2015,80000,Diesel,Individual,Manual,First Owner,23.0,1248.0,88.7,5,71.07371794871796,4060225,0
3181,2003,200000,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5,54.922973878097785,4012009,0
3182,2015,190000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7,40.336808340016034,4060225,0
3183,2015,34000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,67.17434869739479,4060225,0
3184,2012,80000,Petrol,Individual,Manual,Second Owner,16.47,1198.0,73.9,5,61.68614357262104,4048144,0
3185,2003,20000,Diesel,Individual,Manual,First Owner,15.9,1527.0,57.0,5,37.32809430255403,4012009,0
3186,2011,200000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7,40.8981555733761,4044121,0
3187,2007,70000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5,62.66114180478821,4028049,0
3188,2014,80800,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8,40.336808340016034,4056196,0
3189,2018,24265,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5,73.97831526271894,4072324,0
3190,2014,81000,Diesel,Dealer,Manual,First Owner,23.4,1248.0,74.0,5,59.294871794871796,4056196,0
3191,2013,35000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5,71.67919799498746,4052169,0
3192,2019,15000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,66.7083854818523,4076361,0
3193,2012,49000,Diesel,Individual,Manual,Third Owner,25.44,936.0,57.6,5,61.53846153846153,4048144,0
3194,2016,56900,Diesel,Individual,Manual,Second Owner,13.68,2393.0,147.8,8,61.76347680735479,4064256,0
3195,2014,70000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5,59.294871794871796,4056196,0
3196,2010,180000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,59.21474358974359,4040100,0
